From_Category,To_Category,Ratio_of_human_to_shortest
C0086,C0046,1.5
C0086,C0047,1.25
C0086,C0048,2.33
C0086,C0049,1.64
C0086,C0050,1.75
C0086,C0051,1.7
C0086,C0052,2.25
C0086,C0053,1.37
C0086,C0054,2.0
C0086,C0055,1.19
C0086,C0056,1.25
C0086,C0057,1.67
C0086,C0058,1.95
C0086,C0059,1.25
C0086,C0062,1.0
C0086,C0064,1.33
C0086,C0065,1.98
C0086,C0066,2.33
C0086,C0067,1.48
C0086,C0068,1.53
C0086,C0070,1.0
C0086,C0073,1.38
C0086,C0076,1.12
C0086,C0079,1.53
C0086,C0080,1.0
C0086,C0081,1.95
C0086,C0083,2.0
C0086,C0085,1.33
C0086,C0086,2.0
C0086,C0094,2.44
C0086,C0096,1.89
C0086,C0098,1.25
C0086,C0099,4.0
C0086,C0102,1.58
C0086,C0103,1.92
C0086,C0105,1.67
C0086,C0107,1.75
C0086,C0108,1.25
C0086,C0109,1.58
C0086,C0110,1.33
C0086,C0111,1.22
C0086,C0112,2.2
C0086,C0114,2.0
C0086,C0115,1.33
C0086,C0117,2.02
C0086,C0118,1.73
C0086,C0119,1.68
C0086,C0120,1.51
C0086,C0121,1.71
C0086,C0122,1.5
C0086,C0123,1.0
C0086,C0124,1.95
C0086,C0125,1.33
C0086,C0126,1.17
C0086,C0128,2.0
C0086,C0129,5.67
C0086,C0132,1.67
C0086,C0133,1.97
C0086,C0134,1.95
C0086,C0135,2.01
C0086,C0136,2.11
C0086,C0137,2.25
C0086,C0138,1.95
C0086,C0139,1.61
C0086,C0142,1.78
C0086,C0143,1.42
C0086,C0144,2.67
C0086,C0145,2.12
C0086,C0146,1.38
C0087,C0001,1.63
C0087,C0002,1.33
C0087,C0003,1.67
C0087,C0004,1.78
C0087,C0005,1.47
C0087,C0006,2.29
C0087,C0007,1.54
C0087,C0008,1.57
C0087,C0009,1.46
C0087,C0010,1.18
C0087,C0011,1.53
C0087,C0012,1.67
C0087,C0013,1.0
C0087,C0014,1.45
C0087,C0015,2.67
C0087,C0016,1.8
C0087,C0017,1.33
C0087,C0019,2.0
C0087,C0021,1.33
C0087,C0029,1.0
C0087,C0030,2.0
C0087,C0031,2.33
C0087,C0032,2.73
C0087,C0034,1.86
C0087,C0035,1.33
C0087,C0038,1.67
C0087,C0039,2.75
C0087,C0042,1.5
C0087,C0044,1.22
C0087,C0045,1.0
C0087,C0046,1.33
C0087,C0049,1.0
C0087,C0051,1.38
C0087,C0052,2.08
C0087,C0053,1.44
C0087,C0054,1.33
C0087,C0055,1.57
C0087,C0056,1.5
C0087,C0057,1.42
C0087,C0058,1.83
C0087,C0059,1.75
C0087,C0061,2.33
C0087,C0062,1.47
C0087,C0065,1.25
C0087,C0066,2.0
C0087,C0067,1.54
C0087,C0070,1.0
C0087,C0075,1.0
C0087,C0078,1.21
C0087,C0081,1.33
C0087,C0082,2.0
C0087,C0084,1.67
C0087,C0085,1.0
C0087,C0087,1.0
C0087,C0097,1.12
C0087,C0098,1.58
C0087,C0102,1.6
C0087,C0104,1.56
C0087,C0105,1.17
C0087,C0109,1.0
C0087,C0110,1.25
C0087,C0111,2.67
C0087,C0117,1.6
C0087,C0118,1.77
C0087,C0119,1.99
C0087,C0120,1.0
C0087,C0121,1.0
C0087,C0122,1.47
C0087,C0123,1.75
C0087,C0124,1.33
C0087,C0125,1.92
C0087,C0128,1.32
C0087,C0129,1.3
C0087,C0130,2.2
C0087,C0134,2.0
C0087,C0135,1.67
C0087,C0137,1.75
C0087,C0138,2.0
C0087,C0139,1.8
C0087,C0140,1.5
C0087,C0142,1.89
C0087,C0143,1.25
C0087,C0144,2.45
C0087,C0145,1.25
C0087,C0146,2.05
C0088,C0001,1.68
C0088,C0002,1.47
C0088,C0003,1.67
C0088,C0004,1.72
C0088,C0005,1.47
C0088,C0006,1.33
C0088,C0007,2.51
C0088,C0008,1.59
C0088,C0009,1.67
C0088,C0010,1.42
C0088,C0011,2.13
C0088,C0014,1.67
C0088,C0016,1.63
C0088,C0017,1.47
C0088,C0020,2.33
C0088,C0022,1.0
C0088,C0023,2.0
C0088,C0031,1.58
C0088,C0034,1.0
C0088,C0035,3.0
C0088,C0038,2.33
C0088,C0039,2.33
C0088,C0042,2.6
C0088,C0049,1.33
C0088,C0051,1.67
C0088,C0053,1.53
C0088,C0054,1.0
C0088,C0056,1.54
C0088,C0058,1.73
C0088,C0062,1.65
C0088,C0067,1.78
C0088,C0068,1.75
C0088,C0070,1.28
C0088,C0074,1.75
C0088,C0079,1.42
C0088,C0083,2.33
C0088,C0085,2.0
C0088,C0092,1.33
C0088,C0093,1.67
C0088,C0096,2.5
C0088,C0098,1.5
C0088,C0102,1.75
C0088,C0103,2.0
C0088,C0104,1.0
C0088,C0105,1.0
C0088,C0107,2.0
C0088,C0109,1.0
C0088,C0110,1.0
C0088,C0117,1.71
C0088,C0118,2.12
C0088,C0119,1.43
C0088,C0122,1.5
C0088,C0124,1.44
C0088,C0125,1.0
C0088,C0126,1.78
C0088,C0127,2.17
C0088,C0134,1.75
C0088,C0135,1.62
C0088,C0138,1.25
C0088,C0139,3.0
C0088,C0142,2.33
C0088,C0144,1.0
C0088,C0145,1.33
C0089,C0001,1.76
C0089,C0002,1.95
C0089,C0003,1.42
C0089,C0004,2.35
C0089,C0005,1.57
C0089,C0006,1.89
C0089,C0007,1.79
C0089,C0008,1.73
C0089,C0009,1.9
C0089,C0010,1.42
C0089,C0011,1.99
C0089,C0012,1.47
C0089,C0013,1.14
C0089,C0014,1.57
C0089,C0015,1.67
C0089,C0016,1.7
C0089,C0017,1.95
C0089,C0021,1.55
C0089,C0022,1.0
C0089,C0023,10.5
C0089,C0028,1.0
C0089,C0029,1.72
C0089,C0030,1.62
C0089,C0031,1.7
C0089,C0032,3.5
C0089,C0033,1.71
C0089,C0034,1.85
C0089,C0035,1.25
C0089,C0036,1.33
C0089,C0037,1.33
C0089,C0038,1.65
C0089,C0039,1.98
C0089,C0040,1.5
C0089,C0041,1.0
C0089,C0042,1.67
C0089,C0043,1.5
C0089,C0044,2.33
C0089,C0045,2.06
C0089,C0046,2.2
C0089,C0047,1.33
C0089,C0049,2.23
C0089,C0051,1.78
C0089,C0052,2.06
C0089,C0053,1.45
C0089,C0054,1.43
C0089,C0055,1.67
C0089,C0056,1.6
C0089,C0057,1.51
C0089,C0058,1.5
C0089,C0059,2.22
C0089,C0060,1.92
C0089,C0061,1.67
C0089,C0062,1.28
C0089,C0065,1.97
C0089,C0067,2.04
C0089,C0068,2.15
C0089,C0070,1.68
C0089,C0071,1.67
C0089,C0072,1.0
C0089,C0073,2.0
C0089,C0074,1.7
C0089,C0075,1.63
C0089,C0077,1.25
C0089,C0078,1.38
C0089,C0079,1.17
C0089,C0080,1.67
C0089,C0081,1.75
C0089,C0083,5.0
C0089,C0084,1.67
C0089,C0085,5.0
C0089,C0086,1.67
C0089,C0087,1.0
C0089,C0088,1.2
C0089,C0089,1.2
C0089,C0090,1.33
C0089,C0092,1.33
C0089,C0094,1.0
C0089,C0097,1.96
C0089,C0098,1.58
C0089,C0101,1.5
C0089,C0102,1.54
C0089,C0103,1.17
C0089,C0104,1.33
C0089,C0105,1.36
C0089,C0106,1.17
C0089,C0107,1.5
C0089,C0109,1.38
C0089,C0110,3.78
C0089,C0111,2.0
C0089,C0112,2.33
C0089,C0114,1.5
C0089,C0115,1.25
C0089,C0117,1.75
C0089,C0118,1.68
C0089,C0119,1.64
C0089,C0120,1.56
C0089,C0121,1.75
C0089,C0122,1.48
C0089,C0123,2.22
C0089,C0124,1.5
C0089,C0125,1.33
C0089,C0126,2.34
C0089,C0128,1.39
C0089,C0129,1.7
C0089,C0130,1.84
C0089,C0133,1.95
C0089,C0135,1.68
C0089,C0137,1.52
C0089,C0138,1.56
C0089,C0139,1.72
C0089,C0140,1.69
C0089,C0141,1.5
C0089,C0142,1.43
C0089,C0143,1.67
C0089,C0144,1.79
C0089,C0146,1.33
C0090,C0001,1.73
C0090,C0003,1.33
C0090,C0004,1.43
C0090,C0005,1.72
C0090,C0006,2.22
C0090,C0007,1.69
C0090,C0008,1.67
C0090,C0009,2.04
C0090,C0010,2.54
C0090,C0011,1.5
C0090,C0012,1.5
C0090,C0013,1.29
C0090,C0014,1.65
C0090,C0015,1.58
C0090,C0016,1.84
C0090,C0021,1.33
C0090,C0026,1.22
C0090,C0027,1.0
C0090,C0028,3.33
C0090,C0031,1.27
C0090,C0034,2.83
C0090,C0035,1.0
C0090,C0037,1.0
C0090,C0039,2.5
C0090,C0041,1.33
C0090,C0042,2.0
C0090,C0045,1.33
C0090,C0046,2.33
C0090,C0048,1.75
C0090,C0049,1.81
C0090,C0051,1.67
C0090,C0052,1.58
C0090,C0053,1.58
C0090,C0054,1.83
C0090,C0055,1.85
C0090,C0056,1.0
C0090,C0057,1.5
C0090,C0058,1.79
C0090,C0059,1.0
C0090,C0062,1.0
C0090,C0064,1.25
C0090,C0065,1.93
C0090,C0067,2.47
C0090,C0068,1.0
C0090,C0070,2.0
C0090,C0076,2.54
C0090,C0081,1.0
C0090,C0085,2.0
C0090,C0087,1.22
C0090,C0090,1.5
C0090,C0092,2.23
C0090,C0093,1.0
C0090,C0096,2.19
C0090,C0098,1.17
C0090,C0102,1.33
C0090,C0103,1.0
C0090,C0105,1.55
C0090,C0109,1.0
C0090,C0110,1.0
C0090,C0113,1.67
C0090,C0115,1.5
C0090,C0117,1.89
C0090,C0118,1.68
C0090,C0119,1.92
C0090,C0121,1.67
C0090,C0122,1.5
C0090,C0123,1.75
C0090,C0124,1.91
C0090,C0125,1.0
C0090,C0126,3.22
C0090,C0127,1.67
C0090,C0129,2.33
C0090,C0130,1.25
C0090,C0132,2.0
C0090,C0133,2.04
C0090,C0134,1.5
C0090,C0135,1.62
C0090,C0136,2.0
C0090,C0138,1.25
C0090,C0139,1.69
C0090,C0140,2.0
C0090,C0143,1.42
C0090,C0144,1.91
C0090,C0145,2.58
C0090,C0146,2.67
C0091,C0001,1.74
C0091,C0002,1.25
C0091,C0003,1.78
C0091,C0004,1.63
C0091,C0005,1.5
C0091,C0006,2.86
C0091,C0007,1.64
C0091,C0008,1.56
C0091,C0009,1.64
C0091,C0010,1.0
C0091,C0011,1.39
C0091,C0012,1.67
C0091,C0013,1.22
C0091,C0014,1.56
C0091,C0015,1.98
C0091,C0016,1.81
C0091,C0017,1.25
C0091,C0019,2.17
C0091,C0021,1.0
C0091,C0026,1.0
C0091,C0028,2.04
C0091,C0031,1.38
C0091,C0032,1.0
C0091,C0033,1.0
C0091,C0034,3.15
C0091,C0035,1.0
C0091,C0039,4.67
C0091,C0041,1.0
C0091,C0042,1.67
C0091,C0043,1.83
C0091,C0045,1.0
C0091,C0047,1.33
C0091,C0048,1.0
C0091,C0049,1.62
C0091,C0051,1.51
C0091,C0052,2.24
C0091,C0053,1.26
C0091,C0054,1.5
C0091,C0055,1.55
C0091,C0056,1.11
C0091,C0058,1.5
C0091,C0060,1.5
C0091,C0061,1.45
C0091,C0062,1.0
C0091,C0064,1.0
C0091,C0067,2.08
C0091,C0068,1.0
C0091,C0070,1.17
C0091,C0072,1.67
C0091,C0078,1.0
C0091,C0084,1.39
C0091,C0088,1.0
C0091,C0089,1.67
C0091,C0092,1.33
C0091,C0093,2.0
C0091,C0098,1.12
C0091,C0102,2.62
C0091,C0104,1.0
C0091,C0105,1.33
C0091,C0106,1.0
C0091,C0107,1.0
C0091,C0109,1.28
C0091,C0111,2.21
C0091,C0112,1.75
C0091,C0114,1.5
C0091,C0117,1.97
C0091,C0118,2.0
C0091,C0119,1.58
C0091,C0120,1.67
C0091,C0121,1.51
C0091,C0122,1.17
C0091,C0123,1.5
C0091,C0125,2.0
C0091,C0126,2.3
C0091,C0128,1.0
C0091,C0129,2.5
C0091,C0131,1.33
C0091,C0132,1.5
C0091,C0133,1.75
C0091,C0134,2.68
C0091,C0135,1.86
C0091,C0137,1.75
C0091,C0138,3.67
C0091,C0139,1.9
C0091,C0143,1.46
C0091,C0144,1.47
C0091,C0146,1.93
C0092,C0001,1.77
C0092,C0002,1.0
C0092,C0003,1.96
C0092,C0004,2.1
C0092,C0005,1.77
C0092,C0006,1.23
C0092,C0007,1.99
C0092,C0008,1.84
C0092,C0009,1.67
C0092,C0010,2.62
C0092,C0011,1.3
C0092,C0012,2.33
C0092,C0013,1.46
C0092,C0014,1.37
C0092,C0015,1.74
C0092,C0016,1.73
C0092,C0017,1.0
C0092,C0019,1.73
C0092,C0020,4.5
C0092,C0021,1.25
C0092,C0028,2.75
C0092,C0030,2.19
C0092,C0031,1.77
C0092,C0033,1.12
C0092,C0035,1.33
C0092,C0038,2.25
C0092,C0041,1.62
C0092,C0042,1.55
C0092,C0044,1.67
C0092,C0045,2.0
C0092,C0046,2.67
C0092,C0048,3.0
C0092,C0049,1.66
C0092,C0050,1.67
C0092,C0051,2.39
C0092,C0052,1.88
C0092,C0053,1.59
C0092,C0054,1.44
C0092,C0055,1.67
C0092,C0056,2.1
C0092,C0057,2.0
C0092,C0058,1.0
C0092,C0059,2.41
C0092,C0060,3.5
C0092,C0062,1.81
C0092,C0063,1.17
C0092,C0065,1.5
C0092,C0067,1.58
C0092,C0068,2.0
C0092,C0069,3.0
C0092,C0070,1.0
C0092,C0071,1.67
C0092,C0072,1.83
C0092,C0073,1.33
C0092,C0074,1.58
C0092,C0076,3.25
C0092,C0079,1.38
C0092,C0081,1.29
C0092,C0083,1.33
C0092,C0087,1.5
C0092,C0089,1.5
C0092,C0090,1.33
C0092,C0092,1.33
C0092,C0096,1.33
C0092,C0097,1.0
C0092,C0098,1.42
C0092,C0102,1.33
C0092,C0103,1.0
C0092,C0104,1.0
C0092,C0105,1.58
C0092,C0108,1.5
C0092,C0111,1.33
C0092,C0112,1.0
C0092,C0114,1.33
C0092,C0115,2.38
C0092,C0116,1.5
C0092,C0117,1.93
C0092,C0118,1.59
C0092,C0119,1.49
C0092,C0120,1.61
C0092,C0121,2.78
C0092,C0122,1.38
C0092,C0123,1.67
C0092,C0124,1.0
C0092,C0126,1.75
C0092,C0128,1.33
C0092,C0129,2.42
C0092,C0130,2.0
C0092,C0133,2.1
C0092,C0134,2.38
C0092,C0135,1.25
C0092,C0137,1.47
C0092,C0139,1.55
C0092,C0140,1.67
C0092,C0143,1.57
C0092,C0144,1.4
C0093,C0001,1.86
C0093,C0002,1.67
C0093,C0003,1.33
C0093,C0004,2.37
C0093,C0005,2.07
C0093,C0006,1.67
C0093,C0007,1.62
C0093,C0008,1.81
C0093,C0009,1.76
C0093,C0010,1.76
C0093,C0011,1.79
C0093,C0013,1.46
C0093,C0014,1.53
C0093,C0015,2.54
C0093,C0016,2.04
C0093,C0017,1.67
C0093,C0019,1.0
C0093,C0020,1.67
C0093,C0023,1.33
C0093,C0025,1.5
C0093,C0026,4.22
C0093,C0028,1.0
C0093,C0031,1.61
C0093,C0033,1.0
C0093,C0035,1.67
C0093,C0040,2.0
C0093,C0043,2.0
C0093,C0045,1.0
C0093,C0047,1.33
C0093,C0048,1.66
C0093,C0049,2.08
C0093,C0051,1.93
C0093,C0052,2.25
C0093,C0053,1.7
C0093,C0054,1.0
C0093,C0055,2.18
C0093,C0056,1.85
C0093,C0057,1.33
C0093,C0058,2.23
C0093,C0059,1.7
C0093,C0060,3.0
C0093,C0061,1.81
C0093,C0062,1.25
C0093,C0064,1.75
C0093,C0065,1.5
C0093,C0067,2.0
C0093,C0068,1.79
C0093,C0074,1.5
C0093,C0075,1.0
C0093,C0076,1.93
C0093,C0078,1.67
C0093,C0080,1.5
C0093,C0081,1.17
C0093,C0083,2.06
C0093,C0085,1.5
C0093,C0086,2.08
C0093,C0087,1.67
C0093,C0088,1.67
C0093,C0089,1.38
C0093,C0092,1.0
C0093,C0093,2.3
C0093,C0096,1.67
C0093,C0101,1.0
C0093,C0102,1.33
C0093,C0105,1.22
C0093,C0108,1.67
C0093,C0109,1.33
C0093,C0115,2.64
C0093,C0116,2.17
C0093,C0117,2.08
C0093,C0118,2.32
C0093,C0119,1.59
C0093,C0120,1.17
C0093,C0121,2.53
C0093,C0122,2.08
C0093,C0123,2.27
C0093,C0124,1.83
C0093,C0125,2.08
C0093,C0128,1.67
C0093,C0129,3.55
C0093,C0130,1.0
C0093,C0131,2.11
C0093,C0132,1.55
C0093,C0133,1.67
C0093,C0134,1.12
C0093,C0135,2.17
C0093,C0137,1.33
C0093,C0138,1.67
C0093,C0139,2.49
C0093,C0142,1.5
C0093,C0143,1.0
C0093,C0144,1.64
C0093,C0145,2.5
C0093,C0146,1.0
C0094,C0001,1.64
C0094,C0003,1.5
C0094,C0004,1.12
C0094,C0005,1.55
C0094,C0006,1.75
C0094,C0007,1.6
C0094,C0008,1.7
C0094,C0009,1.79
C0094,C0011,1.42
C0094,C0012,2.67
C0094,C0013,1.5
C0094,C0014,2.13
C0094,C0015,1.42
C0094,C0016,1.59
C0094,C0021,1.5
C0094,C0030,1.33
C0094,C0031,1.09
C0094,C0034,2.0
C0094,C0035,1.5
C0094,C0042,1.83
C0094,C0043,1.25
C0094,C0045,1.0
C0094,C0050,1.67
C0094,C0051,1.67
C0094,C0053,1.83
C0094,C0055,1.75
C0094,C0057,1.0
C0094,C0058,1.22
C0094,C0059,1.0
C0094,C0061,2.25
C0094,C0062,2.06
C0094,C0063,1.5
C0094,C0065,2.0
C0094,C0067,3.5
C0094,C0068,1.33
C0094,C0070,1.0
C0094,C0072,1.42
C0094,C0073,1.53
C0094,C0074,1.5
C0094,C0081,1.5
C0094,C0085,1.33
C0094,C0088,1.5
C0094,C0099,2.17
C0094,C0102,3.5
C0094,C0103,1.5
C0094,C0105,1.0
C0094,C0108,1.75
C0094,C0114,1.42
C0094,C0117,1.83
C0094,C0118,1.12
C0094,C0119,1.28
C0094,C0121,2.33
C0094,C0122,1.17
C0094,C0126,3.5
C0094,C0129,1.5
C0094,C0132,1.0
C0094,C0133,1.0
C0094,C0135,2.2
C0094,C0136,2.0
C0094,C0137,1.78
C0094,C0138,1.0
C0094,C0139,1.25
C0094,C0140,1.0
C0094,C0143,1.0
C0094,C0144,1.42
C0095,C0001,1.64
C0095,C0003,1.0
C0095,C0004,1.0
C0095,C0005,1.73
C0095,C0006,1.48
C0095,C0007,2.03
C0095,C0008,1.73
C0095,C0009,1.73
C0095,C0010,1.35
C0095,C0011,1.28
C0095,C0012,2.0
C0095,C0014,1.52
C0095,C0016,1.44
C0095,C0020,1.0
C0095,C0028,1.0
C0095,C0031,1.0
C0095,C0032,1.55
C0095,C0035,1.25
C0095,C0038,1.25
C0095,C0041,1.5
C0095,C0042,2.27
C0095,C0045,1.5
C0095,C0046,1.75
C0095,C0049,1.25
C0095,C0051,1.92
C0095,C0053,2.0
C0095,C0055,1.0
C0095,C0057,1.78
C0095,C0059,1.67
C0095,C0062,1.97
C0095,C0067,1.5
C0095,C0068,2.33
C0095,C0073,1.0
C0095,C0078,1.35
C0095,C0080,1.0
C0095,C0081,1.42
C0095,C0102,1.5
C0095,C0104,1.67
C0095,C0105,1.0
C0095,C0117,1.48
C0095,C0118,1.31
C0095,C0119,1.47
C0095,C0120,1.17
C0095,C0121,1.92
C0095,C0123,1.0
C0095,C0125,1.5
C0095,C0130,1.0
C0095,C0133,1.17
C0095,C0134,2.33
C0095,C0135,1.43
C0095,C0139,1.31
C0095,C0143,1.5
C0095,C0144,1.44
C0096,C0001,1.78
C0096,C0002,1.5
C0096,C0003,2.19
C0096,C0004,1.49
C0096,C0005,2.49
C0096,C0006,1.2
C0096,C0007,1.54
C0096,C0008,1.93
C0096,C0009,1.75
C0096,C0010,1.9
C0096,C0011,1.27
C0096,C0012,1.56
C0096,C0013,1.43
C0096,C0014,1.38
C0096,C0015,2.21
C0096,C0016,1.85
C0096,C0017,1.5
C0096,C0019,1.67
C0096,C0020,3.25
C0096,C0022,1.92
C0096,C0023,1.0
C0096,C0024,1.75
C0096,C0029,1.0
C0096,C0031,1.59
C0096,C0032,1.25
C0096,C0034,1.0
C0096,C0035,1.22
C0096,C0038,1.0
C0096,C0040,1.25
C0096,C0041,2.67
C0096,C0042,1.33
C0096,C0043,1.0
C0096,C0045,2.0
C0096,C0049,1.66
C0096,C0051,3.17
C0096,C0052,1.72
C0096,C0053,1.65
C0096,C0054,1.61
C0096,C0055,2.32
C0096,C0056,1.94
C0096,C0057,1.42
C0096,C0059,1.55
C0096,C0061,2.67
C0096,C0062,1.44
C0096,C0065,1.78
C0096,C0067,1.79
C0096,C0068,2.03
C0096,C0071,1.5
C0096,C0072,1.5
C0096,C0073,1.75
C0096,C0074,1.33
C0096,C0076,1.9
C0096,C0081,1.25
C0096,C0082,1.33
C0096,C0087,1.33
C0096,C0089,1.42
C0096,C0090,1.67
C0096,C0093,1.5
C0096,C0096,1.17
C0096,C0097,1.25
C0096,C0098,1.44
C0096,C0101,1.0
C0096,C0102,1.67
C0096,C0104,1.25
C0096,C0105,1.17
C0096,C0108,1.33
C0096,C0109,1.44
C0096,C0110,1.67
C0096,C0111,1.5
C0096,C0113,1.0
C0096,C0114,1.5
C0096,C0115,2.88
C0096,C0117,2.18
C0096,C0118,1.71
C0096,C0119,1.65
C0096,C0120,1.54
C0096,C0121,5.5
C0096,C0122,1.44
C0096,C0123,2.38
C0096,C0127,1.67
C0096,C0129,2.44
C0096,C0131,2.11
C0096,C0133,1.83
C0096,C0135,1.55
C0096,C0137,5.12
C0096,C0138,1.67
C0096,C0139,1.77
C0096,C0140,1.0
C0096,C0141,1.5
C0096,C0142,1.0
C0096,C0143,1.5
C0096,C0144,1.8
C0096,C0145,1.0
C0097,C0001,1.73
C0097,C0002,2.0
C0097,C0003,1.67
C0097,C0004,1.56
C0097,C0005,1.55
C0097,C0006,1.19
C0097,C0007,2.03
C0097,C0008,1.61
C0097,C0009,1.33
C0097,C0010,1.67
C0097,C0011,1.57
C0097,C0013,1.17
C0097,C0014,1.71
C0097,C0015,1.52
C0097,C0016,1.98
C0097,C0017,2.0
C0097,C0021,1.67
C0097,C0023,1.0
C0097,C0025,1.33
C0097,C0026,1.67
C0097,C0028,1.0
C0097,C0031,1.73
C0097,C0034,1.33
C0097,C0035,1.0
C0097,C0036,1.25
C0097,C0038,1.67
C0097,C0040,3.33
C0097,C0041,2.67
C0097,C0042,2.67
C0097,C0047,1.0
C0097,C0048,1.33
C0097,C0049,1.21
C0097,C0051,1.97
C0097,C0052,1.17
C0097,C0053,1.5
C0097,C0055,1.47
C0097,C0056,1.06
C0097,C0057,1.25
C0097,C0058,1.5
C0097,C0059,2.44
C0097,C0060,2.33
C0097,C0061,1.35
C0097,C0062,1.5
C0097,C0063,1.83
C0097,C0064,2.5
C0097,C0068,1.33
C0097,C0076,1.67
C0097,C0081,1.5
C0097,C0082,1.0
C0097,C0085,1.5
C0097,C0086,2.33
C0097,C0088,1.17
C0097,C0096,1.67
C0097,C0097,0.78
C0097,C0098,1.67
C0097,C0105,1.7
C0097,C0107,3.5
C0097,C0108,1.82
C0097,C0110,2.33
C0097,C0111,1.87
C0097,C0114,1.23
C0097,C0117,2.11
C0097,C0118,1.5
C0097,C0119,1.93
C0097,C0120,1.17
C0097,C0121,2.12
C0097,C0122,1.0
C0097,C0123,1.5
C0097,C0124,1.5
C0097,C0129,2.0
C0097,C0131,1.25
C0097,C0132,1.5
C0097,C0133,1.85
C0097,C0135,1.83
C0097,C0137,2.83
C0097,C0139,1.55
C0097,C0140,1.38
C0097,C0143,2.22
C0097,C0144,1.5
C0098,C0001,1.85
C0098,C0002,2.04
C0098,C0003,1.83
C0098,C0004,3.21
C0098,C0005,1.71
C0098,C0006,1.77
C0098,C0007,1.7
C0098,C0008,1.7
C0098,C0009,1.82
C0098,C0010,1.9
C0098,C0011,1.53
C0098,C0012,1.75
C0098,C0013,1.72
C0098,C0014,1.72
C0098,C0015,2.0
C0098,C0016,1.94
C0098,C0017,2.04
C0098,C0019,1.71
C0098,C0020,1.67
C0098,C0021,1.61
C0098,C0022,1.98
C0098,C0023,2.67
C0098,C0024,2.67
C0098,C0025,1.42
C0098,C0026,1.0
C0098,C0027,2.0
C0098,C0028,9.4
C0098,C0029,1.25
C0098,C0031,1.86
C0098,C0032,2.5
C0098,C0033,1.64
C0098,C0034,1.83
C0098,C0035,1.67
C0098,C0037,1.0
C0098,C0038,1.57
C0098,C0040,2.0
C0098,C0041,1.38
C0098,C0042,2.01
C0098,C0044,1.0
C0098,C0045,1.17
C0098,C0046,1.73
C0098,C0048,1.88
C0098,C0049,1.67
C0098,C0050,1.0
C0098,C0051,1.64
C0098,C0052,1.8
C0098,C0053,1.68
C0098,C0054,1.63
C0098,C0055,1.82
C0098,C0056,1.53
C0098,C0057,2.23
C0098,C0058,1.61
C0098,C0059,1.87
C0098,C0061,1.75
C0098,C0062,1.56
C0098,C0063,2.0
C0098,C0064,1.52
C0098,C0065,1.92
C0098,C0067,2.0
C0098,C0068,1.56
C0098,C0070,2.38
C0098,C0071,1.0
C0098,C0072,1.36
C0098,C0073,1.44
C0098,C0074,1.22
C0098,C0075,2.09
C0098,C0076,1.78
C0098,C0077,1.25
C0098,C0078,1.58
C0098,C0079,1.92
C0098,C0081,1.5
C0098,C0082,1.61
C0098,C0083,2.0
C0098,C0084,1.33
C0098,C0086,1.54
C0098,C0087,1.81
C0098,C0088,1.6
C0098,C0089,1.75
C0098,C0092,1.11
C0098,C0093,1.83
C0098,C0096,1.44
C0098,C0097,1.75
C0098,C0098,1.5
C0098,C0099,1.33
C0098,C0100,1.88
C0098,C0102,2.42
C0098,C0103,1.0
C0098,C0104,1.33
C0098,C0105,1.95
C0098,C0107,1.33
C0098,C0108,1.5
C0098,C0109,1.67
C0098,C0110,1.22
C0098,C0111,3.33
C0098,C0112,2.67
C0098,C0114,2.0
C0098,C0115,1.75
C0098,C0116,2.0
C0098,C0117,1.91
C0098,C0118,2.22
C0098,C0119,1.82
C0098,C0120,1.63
C0098,C0121,1.64
C0098,C0122,1.71
C0098,C0123,1.72
C0098,C0124,1.61
C0098,C0125,2.5
C0098,C0126,1.9
C0098,C0127,2.0
C0098,C0128,1.92
C0098,C0129,1.81
C0098,C0130,1.57
C0098,C0132,1.9
C0098,C0133,2.26
C0098,C0134,2.29
C0098,C0135,1.83
C0098,C0136,2.18
C0098,C0137,1.86
C0098,C0138,1.85
C0098,C0139,2.07
C0098,C0140,3.19
C0098,C0141,1.0
C0098,C0142,1.9
C0098,C0143,1.79
C0098,C0144,1.88
C0098,C0145,1.81
C0098,C0146,1.0
C0099,C0001,1.83
C0099,C0002,2.67
C0099,C0003,1.67
C0099,C0004,1.12
C0099,C0005,2.05
C0099,C0006,2.17
C0099,C0007,1.86
C0099,C0008,1.88
C0099,C0009,1.68
C0099,C0010,2.18
C0099,C0011,2.17
C0099,C0012,3.04
C0099,C0013,1.67
C0099,C0014,1.56
C0099,C0015,1.57
C0099,C0016,1.74
C0099,C0017,2.67
C0099,C0019,1.83
C0099,C0021,1.5
C0099,C0022,1.5
C0099,C0023,1.0
C0099,C0029,1.0
C0099,C0031,1.5
C0099,C0034,2.33
C0099,C0035,2.0
C0099,C0038,2.79
C0099,C0040,1.67
C0099,C0041,1.0
C0099,C0042,1.94
C0099,C0043,1.5
C0099,C0044,1.0
C0099,C0045,2.0
C0099,C0047,2.0
C0099,C0049,2.32
C0099,C0050,1.0
C0099,C0051,1.5
C0099,C0052,2.13
C0099,C0053,1.25
C0099,C0054,1.75
C0099,C0055,2.12
C0099,C0056,1.5
C0099,C0059,1.42
C0099,C0060,1.67
C0099,C0061,2.0
C0099,C0063,2.67
C0099,C0065,1.39
C0099,C0067,1.89
C0099,C0068,1.45
C0099,C0074,1.56
C0099,C0076,2.18
C0099,C0081,1.5
C0099,C0085,3.17
